S Prasad,Program Execution on Reconfigurable Multicore Architectures,2016
"Y Zhang, X Feng",Program Logic for Local Reasoning in TSO,
"Y Chen, L Li, T Chen, L Li, L Wang, ...",Program regularization in memory consistency verification,2012
J Sevcik,Program transformations in weak memory models,2009
AD Gordon,Programming Languages and Systems,2010
S Ryu,"Programming Languages and Systems: 16th Asian Symposium, APLAS 2018, Wellington, New Zealand, December 2–6, 2018, Proceedings",2018
"M Felleisen, P Gardner","Programming Languages and Systems: 22nd European Symposium on Programming, ESOP 2013, Held as Part of the European Joint Conferences on …",2013
"K Gharachorloo, SV Adve, A Gupta, ...",Programming for different memory consistency models,1992
P de Kahn Synchrone,Project-Team PARKAS,
"A Podkopaev, O Lahav, V Vafeiadis",Promising Compilation to ARMv8 POP,
"A Podkopaev, O Lahav, ...",Promising compilation to ARMv8 POP,2017
"C Pulte, J Pichon-Pharabod, J Kang, SH Lee, ...",Promising-ARM/RISC-V: a simpler and faster operational concurrency model,2019
"J Stoy, X Shen",Proofs of correctness of cache-coherence protocols,2001
"S Joshi, D Kroening",Property-driven fence insertion using reorder bounded model checking,2015
"E Kamburjan, R Hähnle",Prototyping formal system models with active objects,2018
"A Bieniusa, P Thiemann",Proving isolation properties for software transactional memory,2011
"G Li, G Gopalakrishnan, RM Kirby, D Quinlan",Pug: A symbolic verifier of gpu programs,
"G Gopalakrishnan, Y Yang, H Sivaraj",QB or not QB: An efficient execution verification tool for memory orderings,2004
R Singh,Quantitative Synthesis for Concurrent Programs⋆,
TA Henzinger,Quantitative reactive modeling and verification,2013
"R Jagadeesan, G Petri, C Pitcher, J Riely",Quarantining Weakness,
"R Jagadeesan, G Petri, C Pitcher, J Riely",Quarantining weakness,2013
"P Metzler, H Saissi, P Bokor, ...",Quick verification of concurrent programs by iteratively relaxed scheduling,2017
"JDJNT Bergan, LCD Grossman",RCDC: A Relaxed Consistency Deterministic Computer,2011
"J Devietti, J Nelson, T Bergan, L Ceze, ...",RCDC: a relaxed consistency deterministic computer,2011
A Muzahid,RESEARCH STATEMENT: MAKING PARALLEL PROGRAMMING EASIER,2011
V Vafeiadis,RGSep action inference,2010
"YAMD Lustig, MMM Pellauer",RTLCheck: Verifying the Memory Consistency of RTL Designs,2017
"YA Manerkar, D Lustig, M Martonosi, ...",RTLCheck: Verifying the memory consistency of RTL designs,2017
P Panangaden,Radhakrishnan Jagadeesan,1987
"R Meyer, S Wolff",Reasoning About Weak Semantics via Strong Semantics,2018
"M He, V Vafeiadis, S Qin, JF Ferreira",Reasoning about Fences and Relaxed Atomics (Technical Report),
W Mansky,Reasoning about Memory for Program Correctness Research Statement,
"A Bouajjani, C Enea, SO Mutluergil, ...",Reasoning about TSO programs using reduction and abstraction,2018
"M He, V Vafeiadis, S Qin, ...",Reasoning about fences and relaxed atomics,2016
S Owens,Reasoning about the implementation of concurrency abstractions on x86-TSO,2010
"B Dongol, J Derrick, G Smith",Reasoning algebraically about refinement on TSO architectures,2014
FZ Nardelli,Reasoning between Programming Languages and Architectures,2014
N Honarmand,Record and deterministic replay of parallel programs on multiprocessors,2015
"JB Lee, CS Jhon",Reducing coherence overhead of barrier synchronization in software DSMs,1998
"MF Spear, MM Michael, ML Scott, ...",Reducing memory ordering overheads in software transactional memory,2009
"M Lobosco, O Loques, CL de Amorim",Reducing memory sharing overheads in distributed JVMs,2005
"S Ha, C Jhon",Reducing multithreaded frame cache miss ratio by prefetching and working frame set scheduling,1996
"A Armstrong, B Dongol, S Doherty",Reducing opacity to linearizability: a sound and complete method,2016
"J Nilsson, F Dahlgren",Reducing ownership overhead for Load-Store sequences in cache-coherent multiprocessors,2000
"T Abe, T Ugawa, T Maeda, K Matsumoto",Reducing state explosion for software model checking with relaxed memory consistency models,2016
MD Hill,Reflections and Research Advice Upon Receiving the 2019 Eckert-Mauchly Award,2019
"T Suzanne, A Miné",Relational thread-modular abstract interpretation under relaxed memory models,2018
"N Honarmand, J Torrellas",RelaxReplay: record and replay for relaxed-consistency multiprocessors,2014
"AE Condon, D Mark",Relaxed Memory Models,
V HAVEL,Relaxed Memory Models in DiVinE,2012
RN Zucker,Relaxed consistency and synchronization in parallel processors,1992
"FZ Nardelli, P Sewell, J Sevcik, S Sarkar, ...",Relaxed memory models must be rigorous,2009
"G Boudol, G Petri",Relaxed memory models: an operational approach,2009
GBG Petri,Relaxed memory models: an operational approach,2009
"G Boudol, G Petri, B Serpette",Relaxed operational semantics of concurrent programming languages,2012
"V Vafeiadis, C Narayan",Relaxed separation logic: A program logic for C11 concurrency,2013
"J Ŝevčik, V Vafeiadis, F Zappa Nardelli, ...",Relaxed-memory concurrency and verified compilation,2011
"V Vafeiadis, C Jones",Rely/Guarantee-thinking and Separation Logic,2011
"T Abe, T Ugawa, T Maeda",Reordering control approaches to state explosion in model checking with memory consistency models,2017
"C Watt, C Pulte, A Podkopaev, G Barbier, ...",Repairing and mechanising the JavaScript relaxed memory model,2020
"O Lahav, V Vafeiadis, J Kang, CK Hur, ...",Repairing sequential consistency in C/C++ 11,2017
TP Ngo,Replacing Store Buffers by Load Buffers in TSO,2018
"PA Abdulla, MF Atig, A Bouajjani, TP Ngo",Replacing store buffers by load buffers in TSO,2018
"LP Miret, FDM Escoí",Replica divergence in data-centric consistency models,2016
"S Burckhardt, A Gotsman, H Yang, M Zawirski","Replicated data types: specification, verification, optimality",2014
V Sawant,Report-3: Programmer-Centric Memory Consistency Models,
"C Pereira, H Patil, B Calder",Reproducible simulation of multi-threaded workloads for architecture design exploration,2008
"S Flur, S Sarkar, C Pulte, K Nienhuis, L Maranget, ...","Research data supporting “Mixed-size Concurrency: ARM, POWER, C/C++ 11, and SC”",2016
"E Vlachos, S Fytraki, PB Gibbons, MA Kozuch, B Falsafi",Resolve: Enabling Accurate Parallel Monitoring under Relaxed Memory Models,2014
"T Karthik, MK Sudha",Review on Cache-Coherent Algorithms with Multithreaded Computer Architectures,
S Escobar,"Rewriting Logic and Its Applications: 10th International Workshop, WRLA 2014, Held as a Satellite Event of ETAPS, Grenoble, France, April 5-6, 2014 …",2014
S Escobar,Rewriting Logic and its Applications,
TF Şerbănuţă,Rewriting semantics and analysis of concurrency features for a C-like language,2014
"MF Spear, MM Michael, C Von Praun",RingSTM: scalable transactions with a single atomic instruction,2008
"E Derevenetc, R Meyer",Robustness against Power is PSpace-complete,2014
E Derevenetc,Robustness against relaxed memory models,2015
"A Bouajjani, E Derevenetc, R Meyer",Robustness against relaxed memory models,2014
"SM Beillahi, A Bouajjani, C Enea",Robustness against transactional causal consistency,2019
"YC Hu, W Yu, AL Cox, DS Wallach, ...",Run-time support for distributed sharing in typed languages,2000
"K Chen, S Malik, P Patra",Runtime validation of memory ordering using constraint graph checking,2008
"K Chen, S Malik, P Patra",Runtime validation of transactional memory systems,2008
V Singh,Runtime verification for software transactional memories,2010
"HH Dang, JH Jourdan, JO Kaiser, ...",RustBelt meets relaxed memory,2019
"B Demsky, P Lam",SATCheck: SAT-directed stateless model checking for SC and TSO,2015
"Y Duan, D Koufaty, J Torrellas",SCsafe: Logging sequential consistency violations continuously and precisely,2016
"O Travkin, A Mütze, H Wehrheim",SPIN as a linearizability checker under weak memory models,2013
"X Qian, K Sen, P Hargrove, C Iancu",SReplay: Deterministic sub-group replay for one-sided communication,2016
"P Metzler, H Saissi, P Bokor, N Suri",Safe Execution of Concurrent Programs by Enforcement of Scheduling Constraints,2018
L Liu,Safe and Efficient Concurrency for Modern Programming Languages,2020
"J Bobba, M Lupon, MD Hill, ...",Safe and efficient supervised memory systems,2011
J Ševčík,Safe optimisations for shared-memory concurrent programs,2011
"M Luc, S Inria","Sarkar, and P",2012
"M Vollmer, RG Scott, M Musuvathi, RR Newton",Sc-haskell: Sequential consistency in languages that minimize mutable shared heap,2017
"A Naeem, A Jantsch, Z Lu",Scalability analysis of memory consistency models in NoC-based distributed shared memory SoCs,2013
"G Li, G Gopalakrishnan",Scalable SMT-based verification of GPU kernel functions,2010
"S Novakovic, A Daglis, E Bugnion, B Falsafi, ...",Scale-out NUMA,2014
"S Novakovic, A Daglis, BR Grot, E Bugnion, ...",Scale-out non-uniform memory access,2017
"CS Park, K Sen, C Iancu",Scaling data race detection for partitioned global address space programs,2013
"N Ramanathan, J Wickerson, ...",Scheduling Weakly Consistent C Concurrency for Reconfigurable Hardware,2017
"L Yin, W Dong, W Liu, J Wang",Scheduling constraint based abstraction refinement for weak memory models,2018
B Keegan,School of Computer Science Research Colloquium Fall 2010,
"C Gniady, B Falsafi, TN Vijaykumar","School of Electrical & Computer Engineering Purdue University 1285 EE Building West Lafayette, IN 47907",
S Wasly,Scratchpad Memory Management For Multicore Real-Time Embedded Systems,2018
"JA Vaughan, T Millstein",Secure information flow for concurrent programs under total store order,2012
"AC Lai, B Falsafi","Selective, accurate, and timely self-invalidation using last-touch prediction",2000
"M Abadi, A Birrell, T Harris, M Isard",Semantics of transactional memory and automatic mutual exclusion,2008
"M Abadi, A Birrell, T Harris, M Isard",Semantics of transactional memory and automatic mutual exclusion,2011
"E Tomasco, T Nguyen Lam, B Fischer, S La Torre, ...",Separating computation from communication: a design approach for concurrent program verification,2016
"SV Adve, HJ Boehm",Sequential Consistency,
"Y Zhang, W Zhu, F Chen, Z Hu, ...",Sequential Consistency Revisit: The Sufficient Condition and Method to Reason the Consistency Model of a Multiprocessor-on-a-Chip Architecture.,2005
"A Yeolekar, K Madhukar, D Bhutada, ...",Sequentialization using timestamps,2017
J Cleary,"Shared Memory Concurrency and Fast, Biased Locks",
A Naeem,Shared Memory Consistency Models Evaluation in NoC based Multicore Systems,2012
"SV Adve, K Gharachorloo",Shared Memory Consistency Models: A Tutorial,1995
S Karlsson,Shared Memory and OpenMP on Clusters,2004
Κ Καραντάσης,Shared memory abstraction: new approach under high concurrency conditions,2011
"K Kavi, HS Kim, B Lee, AR Hurson",Shared memory and distributed shared memory systems: A survey,2000
"L Kontothanassis, R Stets, G Hunt, ...",Shared memory computing on clusters with symmetric multiprocessors and system area networks,2005
"SV Adve, K Gharachorloo",Shared memory consistency models,1995
"SV Adve, K Gharachorloo",Shared memory consistency models: A tutorial,1996
"P Chatterjee, H Sivaraj, G Gopalakrishnan",Shared memory consistency protocol verification against weak memory models: Refinement via model-checking,2002
"S Nürnberger, G Drescher, R Rotta, J Nolte, ...",Shared memory in the many-core age,2014
"DJ Scales, K Gharachorloo, CA Thekkath","Shasta: A low overhead, software-only approach for supporting fine-grain shared memory",1996
L Yen,Signatures in transactional memory systems,2009
M Janota,"Simon Cooksey1, Sarah Harris1, Mark Batty1, Radu Grigore1, and",
"C Pulte, S Flur, W Deacon, J French, S Sarkar, ...",Simplifying ARM concurrency: multicopy-atomic axiomatic and operational models for ARMv8,2017
"A Solar-Lezama, CG Jones, R Bodik",Sketching concurrent data structures,2008
"V Iosevich, A Schuster",Software Distributed Shared Memory: a VIA‐based implementation and comparison of sequential consistency with home‐based lazy release consistency,2005
"W Hasselbring, NC Ehmke",Software Engineering 2014: Fachtagung des GI-Fachbereichs Softwaretechnik,2014
S Mannarswamy,Software Transactional Memory,2017
X Fang,Software support for ordering memory operations in parallel systems,2012
"R Guerraoui, TA Henzinger, V Singh",Software transactional memory on relaxed memory models,2009
"J Alglave, D Kroening, V Nimal, ...",Software verification for weak memory via program transformation,2013
"C Baier, C Tinelli",Some advances in tools and algorithms for the construction and analysis of systems,2017
M Lång,Sound and Complete Reachability Analysis under PSO,2013
"J Burnim, K Sen, C Stergiou",Sound and complete monitoring of sequential consistency for relaxed memory models,2011
"J Burnim, K Sen, C Stergiou",Sound and complete monitoring of sequential consistency for relaxed memory models. TACAS'11,
"J Alglave, D Kroening, J Lugton, V Nimal, ...",Soundness of data flow analyses for weak memory models,2011
"PA Abdulla, S Aronis, B Jonsson, ...",Source sets: a foundation for optimal dynamic partial order reduction,2017
J Goodman,Source snooping cache coherence protocols,2009
"C Baier, C Tinelli",Special issue of the 21st International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS 2015),2017
"ACJ Fox, MJC Gordon, MO Myreen",Specification and verification of ARM hardware and software,2010
"Y Yang, G Gopalakrishnan, G Lindstrom",Specifying Java thread semantics using a uniform memory model,2002
"A Guptal, JL Hennessyl, MD Hill",Specifying System Requirements for Memory Consistency Models,1993
"JBAKJ Li, AKETX Wang",Specifying and Checking File System Crash-Consistency Models,2016
"J Bornholt, A Kaufmann, J Li, A Krishnamurthy, ...",Specifying and checking file system crash-consistency models,2016
"W Mansky, D Griffith, EL Gunter",Specifying and executing optimizations for parallel programs,2014
"DJ Sorin, M Plakal, AE Condon, MD Hill, ...",Specifying and verifying a broadcast and a multicast snooping cache coherence protocol,2002
W Mansky,Specifying and verifying program transformations with PTRANS,2014
"S Mador-Haim, R Alur, MMK Martin",Specifying relaxed memory models for state exploration tools,2009
"K Gharachorloo, SV Adve, A Gupta, JL Hennessy, ...",Specifying system requirements for memory consistency models,1993
"ACJ Fox, MJC Gordon, MO Myreen",Speciﬁcation and Veriﬁcation of ARM Hardware and Software,2010
"J Alglave, L Maranget",Stability in Weak Memory Models With Proofs,
"J Alglave, L Maranget",Stability in weak memory models,2011
"N Sinha, C Wang",Staged concurrent program analysis,2010
"D Gnad, P Dubbert, AL Lafuente, ...",Star-Topology Decoupling in SPIN,2018
B Jonsson,State-space exploration for concurrent algorithms under weak memory orderings: (preliminary version),2009
"I Jaju, BP Rao",Stateless Model Checking for the C/C++ 11 Memory Model,
"PA Abdulla, MF Atig, B Jonsson, ...",Stateless model checking for POWER,2016
"PA Abdulla, S Aronis, MF Atig, B Jonsson, ...",Stateless model checking for TSO and PSO,2017
"F Logozzo, M Fähndrich",Static Analysis LNCS 7935,
"F Logozzo, M Fähndrich","Static Analysis: 20th International Symposium, SAS 2013, Seattle, WA, USA, June 20-22, 2012, Proceedings",2013
JW Maessen,Store Atomicity for Transactional Memory,2007
"A Antonov, P Kustarev",Strategies of Computational Process Synthesis—a System-Level Model of HW/SW (Micro) Architectural Mechanisms,2020
A Cohen,Streaming Task Parallelism,2015
"D Marino, A Singh, T Millstein, M Musuvathi, ...",Strengthening Language-Level Memory Models with Compiler-Directed Interference Checks,
"L Dalessandro, ML Scott",Strong isolation is a weak idea,2009
"JO Kaiser, HH Dang, D Dreyer, O Lahav, ...",Strong logic for weak memory: Reasoning about release-acquire consistency in Iris,2017
G Petri,Studying operational models of relaxed concurrency,2013
P Karandikar,"Subwords: automata, embedding problems, and verification",2015
"B Rajaram, V Nagarajan, AJ McPherson, ...","Supercop: a general, correct, and performance-efficient supervised memory system",2012
H Venkataraman,Supporting Sequential Consistency through Ordered Network in Many-Core Systems,2017
"F Yu, SC Yang, F Wang, GC Chen, ...",Symbolic consistency checking of OpenMp parallel programs,2012
"C Wang, S Kundu, M Ganai, A Gupta",Symbolic predictive analysis for concurrent programs,2009
"C Wang, S Kundu, R Limaye, M Ganai, ...",Symbolic predictive analysis for concurrent programs,2011
P Fong,Symbolic state model: A new approach for the verification of cache coherence protocols.,1997
"S Sarkar, K Memarian, S Owens, M Batty, ...",Synchronising c/c++ and power,2012
M Vechev,Synthesis for Concurrency,
"M Kuperstein, M Vechev, E Yahav",Synthesis of memory barriers,2014
"Y Meshman, A Dan, M Vechev, E Yahav",Synthesis of memory fences via refinement propagation,2014
"J Bornholt, E Torlak",Synthesizing Memory Models from Litmus Tests,2016
"J Bornholt, E Torlak",Synthesizing memory models from framework sketches and litmus tests,2017
"J Dolby, E Torlak, M Vaziri",System and method for debugging memory consistency models,2011
"C Manovit, SG Hangal, RE Cypher",System and method for efficient verification of memory consistency model compliance,2010
"DS Nussbaum, MS Moir",System and method for supporting phased transactional memory modes,2011
A Kasuya,System and method for thread creation and memory management in an object-oriented programming environment,2007
"M Walker, C Runciman",Systematic testing for distributed systems,2016
"Y Yao, W Chen, T Mitra, Y Xiang",TC-Release++: An Efficient Timestamp-Based Coherence Protocol for Many-Core Architectures,2017
M Kovalev,TLB virtualization in the context of hypervisor verification,2013
"C DeLozier, A Eizenberg, S Hu, G Pokam, ...",TMI: thread memory isolation for false sharing repair,2017
"H Wehrheim, O Travkin",TSO to SC via symbolic execution,2015
"C Wang, Y Wu, J Chung",TSO-Atomicity: Efficient TSO Enforcement for Aggressive Program Optimization,
"C Wang, Y Lv, P Wu",TSO-to-TSO linearizability is undecidable,2018
"C Wang, Y Wu",TSO_ATOMICITY: efficient hardware primitive for TSO-preserving region optimizations,2013
"S Hangal, D Vahia, C Manovit, JYJ Lu, ...",TSOtool: A program for verifying memory systems using the memory consistency model,2004
C Jones,Tackling concurrency by reasoning explicitly about inference,2010
"S Zhang, M Vijayaraghavan",Taming Weak Memory Models,2016
"O Lahav, N Giannarakis, V Vafeiadis",Taming release-acquire consistency,2016
JLM Valero,Task Superscalar: Using Processors as Functional Units,
"S Bijo, KI Pun, SLT Tarifa",Technical Report: Modelling Data Access Patterns with Atomic Sections for Multicore Architectures,2017
"S Burckhardt, M Musuvathi",Technique for finding relaxed memory model vulnerabilities,2013
"JB Carter, JK Bennett, W Zwaenepoel",Techniques for reducing consistency-related communication in distributed shared-memory systems,1995
"SR Sarangi, R Kalayappan, P Kallurkar, ...",Tejas: A java based versatile micro-architectural simulator,2015
S Somogyi,Temporal Streaming of Distributed Shared Memory,
"J Burnim, K Sen, C Stergiou",Testing concurrent programs on relaxed memory models,2011
"C Manovit, OA Olukotun",Testing memory consistency of shared-memory multiprocessors,2006
"A Adir, S Asaf",Testing the compliance of a design with the synchronization requirements of a memory model,2013
"M Goodstein, E Vlachos, S Chen, P Gibbons, M Kozuch, ...",The Butterfly Model: Theoretical Foundations,2009
"J Manson, W Pugh, SV Adve",The Java memory model,2005
"C Wallace, G Tremblay, JN Amaral",The Location Consistency memory model and cache protocol: Specification and verification,2001
W Mansky,The PTRANS Specification Language,2014
"S de Putter, A Wijs, D Zhang","The SLCO framework for verified, model-driven construction of component software",2018
C Pulte,The Semantics of Multicopy Atomic ARMv8 and RISC-V,2019
"HC Hsiao, CT King",The Thread-Based Protocol Engines for CC-NUMA Multiprocessors,
"PA Abdulla, MF Atig, A Bouajjani, ...",The benefits of duality in verifying concurrent programs under TSO,2016
"PA Abdulla, MF Atig, TP Ngo",The best of both worlds: Trading efficiency and optimality in fence insertion for TSO,2015
"C Disselkoen, R Jagadeesan, ...",The code that never ran: Modeling attacks on speculative evaluation,2019
"RH Saavedra, W Mao, D Park, ...","The combined effectiveness of unimodular transformations, tiling, and software prefetching",1996
"V D'Silva, M Payer, D Song",The correctness-security gap in compiler optimization,2015
"A Jaffe, T Moscibroda, L Effinger-Dean, L Ceze, ...",The impact of memory models on software reliability in multiprocessors,2011
"V Gramoli, R Guerraoui, M Letia",The many faces of transactional software composition,2010
"M Batty, K Memarian, K Nienhuis, ...",The problem of programming language concurrency semantics,2015
"AK Karna, Y Chen, H Yu, H Zhong, J Zhao",The role of model checking in software engineering,2018
"J Alglave, A Fox, S Ishtiaq, MO Myreen, ...",The semantics of Power and ARM multiprocessor machine code,2009
"S Sarkar, P Sewell, FZ Nardelli, S Owens, ...",The semantics of x86-CC multiprocessor machine code,2009
"X Qiu, M Dubois",The synonym lookaside buffer: A solution to the synonym problem in virtual caches,2008
"HC Hsiao, CT King",The thread-based protocol engines for CC-NUMA multiprocessors,2000
"G Narayanaswamy, S Joshi, D Kroening",The virtues of conflict: analysing modern concurrency,2016
L Jensen,Theoretical Comparison of Partial Order Reduction: Java Pathfinder vs. Moonwalker,2017
CL Wong,Thread escape analysis for a memory consistency-aware compiler,2005
C Leonardsson,Thread-Modular Model Checking of Concurrent Programs under TSO using Code Rewriting,2010
"M Kusano, C Wang",Thread-modular static analysis for relaxed memory models,2017
P Abdulla,Thursday Afternoon Program Verification Seminars (TAPVES),2007
"K Hammond, C Brown, S Sarkar",Timing Properties and Correctness for Structured Parallel Programs on x86-64 Multicores,2015
"BT Gold, B Falsafi, JC Hoe",Tolerating Processor Failures in a Distributed Shared-Memory Multiprocessor,2006
"X Qiu, M Dubois",Tolerating late memory traps in dynamically scheduled processors,2004
"PA Abdulla, KRM Leino",Tools and Algorithms for the Construction and Analysis of Systems,2011
"PA Abdulla, KRM Leino","Tools and Algorithms for the Construction and Analysis of Systems: 17th International Conference, TACAS 2011, Held as Part of the Joint European …",2011
"ML Scott, L Lu",Toward a formal semantic framework for deterministic parallel programming,2011
"L Lu, ML Scott",Toward a formal semantic framework for deterministic parallel programming,2011
"D Abts, DJ Lilja, S Scott",Toward complexity-effective verification: a case study of the cray SV2 cache coherence protocol,2000
R Samanta,Towards Algorithmic Synthesis of Synchronization for Shared-Memory Concurrent Programs,2012
"J Barnat, L Brim, P Ročkai",Towards LTL model checking of unmodified thread-based C & C++ programs,2012
"M He, S Qin, J Ferreira",Towards a Program Logic for C11 Release-Sequences,2018
"H Jiang, H Liang, S Xiao, J Zha, X Feng",Towards certified separate compilation for concurrent programs,2019
"M Dalvandi, B Dongol",Towards deductive verification of C11 programs with Event-B and ProB,2019
E Sifakis,Towards efficient and secure shared memory applications,2013
"MR Groz, MK Havelund, MG Muller, MA Bouajjani, ...",Towards efficient and secure shared memory applications,2013
"S Doherty, L Groves, V Luchangco, M Moir",Towards formally specifying and verifying transactional memory,2009
"S Doherty, L Groves, V Luchangco, M Moir",Towards formally specifying and verifying transactional memory,2013
"U Ramachandran, H Venkateswaran",Towards realizing scalable high performance parallel systems,1994
"DJ Scales, K Gharachorloo",Towards transparent and efficient software distributed shared memory,1997
"C Wang, R Limaye, M Ganai, A Gupta",Trace-based symbolic analysis for atomicity violations,2010
"Z Yang, K Sakallah",Trace-driven verification of multithreaded programs,2010
"GA Pokam, CL Pereira, AR Adl-Tabatabai",Tracing mechanism for recording shared memory interleavings on multi-core processors,2017
"N Hossain, C Trippel, M Martonosi",TransForm: Formally Specifying Transistency Models and Synthesizing Enhanced Litmus Tests,
M Lesani,Transaction Protocol Verification with Labeled Synchronization Logic,2019
B Blum,Transactional memory concurrency verification with Landslide,2018
"D BRIJESH, R JAGADEESAN, J RIELY",Transactions in Relaxed Memory Architectures,2018
"B Dongol, R Jagadeesan, J Riely",Transactions in relaxed memory architectures,2017
"R Guerraoui, TA Henzinger, M Kapalka, ...",Transactions in the Jungle,2010
"C Amza, AL Cox, S Dwarkadas, P Keleher, H Lu, ...",Treadmarks: Shared memory computing on networks of workstations,1996
"T Maeda, A Yonezawa",Typed Assembly Language for Implementing OS Kernels in SMP/Multi-Core Environments with Interrupts.,2010
"MGRJC Pitcher, J Riely",Types for Relaxed Memory Models,2012
"M Goto, R Jagadeesan, C Ptcher, J Riely",Types for relaxed memory models,2012
"M Goto, R Jagadeesan, C Pitcher, J Riely",Types for relaxed memory models using correspondence assertions,
"Y Yang, G Gopalakrishnan, ...",UMM: an operational memory model specification framework with integrated model checking capability,2005
P Abdulla,UPMARC Seminars,2018
R Grönroos,"UPMARC Summer School on Multicore Computing, June 21-24, 2010",2010
"S Sarkar, P Sewell, J Alglave, L Maranget, ...",Understanding POWER multiprocessors,2011
PJ Keleher,Update protocols and cluster-based shared memory,1999
"RB Batista, DN Silva, ACMA de Melo, ...",Using a dsm application to locally align dna sequences,2004
"J Derrick, G Smith, L Groves, B Dongol",Using coarse-grained abstractions to verify linearizability on TSO architectures,2014
"M Biberstein, E Farchi, S Ur",Using code motion and write and read delays to increase the probability of bug detection in concurrent systems,2010
N Anssari,Using hybrid shared and distributed caching for mixed-coherency GPU workloads,2013
"AE Condon, MD Hill, M Plakal, ...",Using lamport clocks to reason about relaxed memory models,1999
DJ Sorin,Using lightweight checkpoint/recovery to improve the availability and designability of shared memory multiprocessors,2002
"A Schuster, L Shalev",Using remote access histories for thread scheduling in distributed shared memory systems,1998
"E Tomasco, TL Nguyen, B Fischer, S La Torre, ...",Using shared memory abstractions to design eager sequentializations for weak memory models,2017
"M Senftleben, K Schneider",Using temporal logics for specifying weak memory consistency models,2018
T Arons,Using timestamping and history variables to verify sequential consistency,2001
"N Jarymowycz, P Kearns",Valid Debugging for Distributed Shared Memory.,2002
"J Bhadra, E Trofimova, ...",Validating power architecture™ technology-based MPSoCs through executable specifications,2008
"S Liu, Y Jiang",Value-passing CCS for trees: a theory for concurrent systems,2016
"HW Cain, MH Lipasti","Vector Clocks, Constraint Graphs, and the Verification of Memory Consistency Models",
GI Calin,Verification Techniques for TSO-Relaxed Programs,2016
A Bouajjani,"Verification of Concurrent Programs: Decidability, Complexity, Reductions",
"R Ghughal, A Mokkedem, R Nalumasu, ...","Verification of Runway-PA8000 memory model using\Test model-checking"" technique",
"R Guerraoui, TA Henzinger, V Singh",Verification of STM on relaxed memory models,2011
C Leonardsson,Verification of Software under Relaxed Memory,2016
"CJ Banks, M Elver, R Hoffmann, ...",Verification of a lazy cache coherence protocol against a weak memory model,2017
"O Shacham, M Wachs, A Solomatnikov, ...",Verification of chip multiprocessor memory systems using a relaxed scoreboard,2008
"A Bouajjani, G Parlato",Verification of concurrent programs for relaxed memory models.,
"O Travkin, H Wehrheim",Verification of concurrent programs on weak memory models,2016
"C Manovit, SG Hangal",Verification of memory consistency and transactional memory,2010
"F Pong, M Dubois",Verification techniques for cache coherence protocols,1997
O Lahav,Verification under causally consistent shared memory,2019
"DDSA Lal, KG Larsen","Verification, Model Checking, and Abstract Interpretation LNCS 8931",
"D D'Souza, A Lal, KG Larsen","Verification, Model Checking, and Abstract Interpretation: 16th International Conference, VMCAI 2015, Mumbai, India, January 12-14, 2015, Proceedings",2014
"S Jagannathan, J Vitek",Verified compilation of Concurrent Managed Languages,2017
AW Appel,Verified software toolchain,2011
"S Doherty, B Dongol, H Wehrheim, ...",Verifying C11 programs operationally,2019
A Linden,Verifying Programs on Relaxed Memory Models with a Focus on x86-TSO,2011
N Evans,Verifying Qthreads: Is Model Checking Viable for User Level Tasking Runtimes?,2018
A Gupta,Verifying concurrent programs,
O Travkin,Verifying concurrent programs under weak memory models.,2017
"V Vafeiadis, FZ Nardelli",Verifying fence elimination optimisations,2011
"S Burckhardt, M Musuvathi, V Singh",Verifying local transformations of concurrent programs,2010
"S Burckhardt, M Musuvathi, V Singh",Verifying local transformations on relaxed memory models,2010
"W Mansky, EL Gunter",Verifying optimizations for concurrent programs,2014
"TA Henzinger, S Qadeer, SK Rajamani",Verifying sequential consistency on shared-memory multiprocessor systems,1999
"C Pereira, G Pokam, K Danne, R Devarajan, ...",Virtues and obstacles of hardware-assisted multi-processor execution replay,2010
S Biswas,Viser: providing serializability in hardware with simplified cache coherence,2015
"AC Melo, SC Chagas",Visual-MCM: Visualising execution histories on multiple memory consistency models,1999
"K Matsumoto, T Ugawa",Visualization of Counterexamples of Memory Model-aware Model Checking Using SPIN,2019
"X Qian, J Torrellas, B Sahelices, D Qian",Volition: scalable and precise sequential consistency violation detection,2013
"A Muzahid, S Qi, J Torrellas",Vulcan: Hardware support for detecting sequential consistency violations dynamically,2012
S Zhang,WMM: a Resilient Weak Memory Model,2016
"A De, A Roychoudhury, D D'Souza",WOMM: a weak operational memory model,2010
S Memory,WRL Research Report 96/2,
SM Protocol,WRL Research Report 97/2,
"V Štill, P Ročkai, J Barnat",Weak Memory Models as LLVM-to-LLVM Transformations,2015
"S Zhang, M Vijayaraghavan, D Lustig",Weak Memory Models with Matching Axiomatic and Operational Definitions,2017
SZMV Arvind,Weak Memory Models: Balancing Definitional Simplicity and Implementation Flexibility,
S Castellan,Weak memory models using event structures,2016
"S Zhang, M Vijayaraghavan",Weak memory models: Balancing definitional simplicity and implementation flexibility,2017
"C WATT, A ROSSBERG, J PICHON-PHARABOD",Weakening WebAssembly (Extended Draft),2019
J Alglave,Weakness is a virtue,2013
"Y Duan, A Muzahid, J Torrellas",WeeFence: toward making fences free in TSO,2013
J Yi,What is a Memory Model?,2008
