Authors,Title,Year
"B Dongol, L Groves",Contextual trace refinement for concurrent objects: Safety and progress,2016
"A Malkis, A Banerjee",On automation in the verification of software barriers: Experience report,2014
"J Huang, C Zhang",Debugging concurrent software: Advances and challenges,2016
"NN Dang, P Tsigas",Progress guarantees when composing lock-free objects,2011
"A Bouajjani, C Enea, SO Mutluergil, ...",Reasoning about TSO programs using reduction and abstraction,2018
"AC Melo, SC Chagas",Visual-MCM: Visualising execution histories on multiple memory consistency models,1999
"S Mador-Haim, R Alur, MMK Martin",Specifying relaxed memory models for state exploration tools,2009
"M Goto, R Jagadeesan, C Ptcher, J Riely",Types for relaxed memory models,2012
"DS Fava, M Steffen, V Stolz",Operational semantics of a weak memory model with channel synchronization,2019
"S Zhang, M Vijayaraghavan",Weak memory models: Balancing definitional simplicity and implementation flexibility,2017
"YA Manerkar, D Lustig, M Martonosi, ...",Pipeproof: Automated memory consistency proofs for microarchitectural specifications,2018
"P Bohannon, D Lieuwen, ...",Recovering scalable spin locks,1996
"T Abe, T Maeda",Observation-based concurrent program logic for relaxed memory consistency models,2016
"MF Atig, A Bouajjani, G Parlato",Context-bounded analysis of TSO systems,2014
"R Kuchumov, A Sokolov, V Korkhov",Staccato: cache-aware work-stealing task scheduler for shared-memory systems,2018
V Vafeiadis,Program verification under weak memory consistency using separation logic,2017
"A Armstrong, B Dongol, S Doherty",Proving opacity via linearizability: a sound and complete method,2017
"C Enea, A Farzan",On atomicity in presence of non-atomic writes,2016
"L Higham, LA Jackson, J Kawash",Capturing register and control dependence in memory consistency models with applications to the Itanium architecture,2006
"ACMA Melo, MEMT Walter, RCF Melo…",Local DNA sequence alignment in a cluster of workstations: algorithms and tools,2004
T Harris,Language constructs for transactional memory.,2009
"I Ivanov, M Nikitchenko, U Abraham",Event-based proof of the mutual exclusion property of Peterson's algorithm,2015
"A Mukkara, N Beckmann, D Sanchez",Phi: Architectural support for synchronization-and bandwidth-efficient commutative scatter updates,2019
"J Jahić, T Kuhn, M Jung, N Wehn",Supervised testing of concurrent software in embedded systems,2017
"D Buono, G Mencagli",Run-time mechanisms for fine-grained parallelism on network processors: The tilepro64 experience,2014
"A Atalar, A Gidenstam, ...",Modeling energy consumption of lock-free queue implementations,2015
"MM Islam, A Muzahid","Detecting, exposing, and classifying sequential consistency violations",2016
"X Qiu, M Dubois",Tolerating late memory traps in dynamically scheduled processors,2004
"J Nilsson, F Dahlgren",Reducing ownership overhead for Load-Store sequences in cache-coherent multiprocessors,2000
"PE Hadjidoukas, ED Polychronopoulos, ...",OpenMP runtime support for clusters of multiprocessors,2003
SF Siegel,What's wrong with on-the-fly partial order reduction,2019
"J Derrick, G Smith, L Groves, B Dongol",A proof method for linearizability on TSO architectures,2017
A Miné,Static analysis of embedded real-time concurrent software with dynamic priorities,2017
"R Jagadeesan, J Riely",Eventual consistency for crdts,2018
"M Luo, K Seager, KS Murthy, CJ Archer, S Sur…",Early evaluation of scalable fabric interface for PGAS programming models,2014
"A Naeem, A Jantsch, X Chen, ...",Realization and scalability of release and protected release consistency models in NoC based systems,2011
"Y Zhang, W Zhu, F Chen, Z Hu, ...",Sequential Consistency Revisit: The Sufficient Condition and Method to Reason the Consistency Model of a Multiprocessor-on-a-Chip Architecture.,2005
"S Nürnberger, G Drescher, R Rotta, J Nolte…",Shared memory in the many-core age,2014
"Y Abd Alrahman, M Andric, A Beggiato…",Can We Efficiently Check Concurrent Programs Under Relaxed Memory Models in Maude?,2014
"S Bijo, EB Johnsen, KI Pun, SLT Tarifa",A formal model of parallel execution on multicore architectures with multilevel caches,2017
"TL Nguyen, B Fischer, S La Torre, G Parlato",Concurrent program verification with lazy sequentialization and interval analysis,2017
"A Basumallik, R Eigenmann",Incorporation of OpenMP memory consistency into conventional dataflow analysis,2008
"MM Islam, A Muzahid",Characterizing real world bugs causing sequential consistency violations,2013
"T Abe, T Maeda",Model checking with user-definable memory consistency models,2013
V Vafeiadis,Separation logic for weak memory models,2015
"AM Dan, P Lam, T Hoefler, M Vechev",Modeling and analysis of remote memory access programming,2016
"O Lahav, R Margalit",Robustness against release/acquire semantics,2019
"R Bornat, M Dodds",Abducing memory barriers,2012
"E Tomasco, T Nguyen Lam, B Fischer, S La Torre, ...",Embedding weak memory models within eager sequentialization,2016
"CJ Banks, M Elver, R Hoffmann, ...",Verification of a lazy cache coherence protocol against a weak memory model,2017
"S Liu, Y Jiang",Value-passing CCS for trees: a theory for concurrent systems,2016
"J Barnat, L Brim, V Havel",LTL model checking of parallel programs with under-approximated TSO memory model,2013
"H Mantel, M Perner, J Sauer",Noninterference under weak memory models,2014
"D Lee, V Bertacco",MTraceCheck: Validating non-deterministic behavior of memory consistency models in post-silicon validation,2017
"C Wallace, G Tremblay, JN Amaral",On the Tamability of the Location Consistency Memory Model.,2002
"L Bocchi, H Melgratti",On the behaviour of general purpose applications on cloud storages,2015
G Gopalakrishnan,"A formalization of test model-checking, completeness results, and case studies",2000
W Hassanein,Understanding and improving JVM GC work stealing at the data center scale,2016
"H Posadas, A Nicolás, P Peñil, E Villar, ...",Improving the design flow for parallel and heterogeneous architectures running real-time applications: The PHARAON FP7 project,2014
"M Kandemir, A Choudhary, ...",On reducing false sharing while improving locality on shared memory multiprocessors,1999
"BP Biswal, A Singh, B Singh",Cache coherency controller verification IP using SystemVerilog Assertions (SVA) and Universal Verification Methodologies (UVM),2017
"C Lin, V Nagarajan, R Gupta",Fence scoping,2014
"M Klemm, JC Beyler, RT Lampert, M Philippsen, ...",Esodyp+: prefetching in the Jackal software DSM,2007
"S Herhut, C Joslin, SB Scholz, R Poss, ...",Concurrent non-deferred reference counting on the microgrid: first experiences,2010
J Hayman,Granularity and concurrent separation logic,2011
J Oberhauser,A simpler reduction theorem for x86-TSO,2015
P Ferrara,A generic static analyzer for multithreaded Java programs,2013
"ML Scott, L Lu",Toward a formal semantic framework for deterministic parallel programming,2011
"SV Adve, K Gharachorloo",Shared memory consistency models,1995
"Y Duan, N Honarmand, J Torrellas",Asymmetric memory fences: Optimizing both performance and implementability,2015
"C DeLozier, A Eizenberg, S Hu, G Pokam, ...",TMI: thread memory isolation for false sharing repair,2017
"J Bhadra, E Trofimova, LJ Giordano, ...",A trace-driven validation methodology for multi-processor SoCs,2006
"A Naeem, A Jantsch, Z Lu",Architecture support and comparison of three memory consistency models in NoC based systems,2012
"P Baldan, A Corradini, ...",Domains and event structures for fusions,2017
"P Metzler, H Saissi, P Bokor…",Quick verification of concurrent programs by iteratively relaxed scheduling,2017
"I Walulya, Y Nikolakopoulos, M Papatriantafilou, ...",Concurrent data structures in architectures with limited shared memory support,2014
"S Frenz, R Lottiaux, M Schoettner, C Morin, ...",A practical comparison of cluster operating systems implementing sequential and transactional consistency,2005
J Dubrovin,Checking bounded reachability in asynchronous systems by symbolic event tracing,2010
"P Ou, B Demsky",Automo: Automatic inference of memory order parameters for c/c++ 11,2015
"T Ugawa, T Abe, T Maeda",Model checking copy phases of concurrent copying garbage collection with various memory models,2017
"V Chennareddy, JK Deka",Formally verifying the distributed shared memory weak consistency models,2006
"D Lustig, M Pellauer, M Martonosi",Verifying correct microarchitectural enforcement of memory consistency models,2015
"V Štill, J Barnat",Model checking of C++ programs under the x86-TSO memory model,2018
"T Suzanne, A Miné",From array domains to abstract interpretation under store-buffer-based memory models,2016
"MD Marino, GL de Campos, LM Sato",An evaluation of the speedup of Nautilus DSM system,1999
"S Manoochehri, B Goodarzi, ...",An efficient transaction-based GPU implementation of minimum spanning forest algorithm,2017
"C Wang, Y Wu",Modeling and performance evaluation of TSO-preserving binary optimization,2011
"A Shukla, A Biere, L Pulina, ...",A Survey on Applications of Quantified Boolean Formulas,2019
"SK Reinhardt, RW Pfile, ...",Hardware support for flexible distributed shared memory,1998
"PJ Joseph, S Vajapeyam",Program-level control of network delay for parallel asynchronous iterative applications,1996
"I Gartley, M Pirvu, V Sundaresan, ...",Experiences in designing a robust and scalable interpreter profiling framework,2013
"J Balkind, K Lim, F Gao, J Tu, ...","OpenPiton+ Ariane: The First Open-Source, SMP Linux-booting RISC-V System Scaling From One to Many Cores",2019
J Goodman,Source snooping cache coherence protocols,2009
"J Roemer, MD Bond",An online dynamic analysis for sound predictive data race detection,2016
"H Jiang, H Liang, S Xiao, J Zha, X Feng",Towards certified separate compilation for concurrent programs,2019
"S Che, M Orr, J Gallmeier",Work stealing in a shared virtual-memory heterogeneous environment: A case study with betweenness centrality,2017
L Albertsson,Entropy injection,2007
"M Mazzucco, G Morgan, F Panzieri, C Sharp",Engineering distributed shared memory middleware for java,2009
A Mycroft,Isolation types and multi-core architectures,2011
"A El-Hokayem, Y Falcone",Can We Monitor All Multithreaded Programs?,2018
"T Maeda, A Yonezawa",Typed Assembly Language for Implementing OS Kernels in SMP/Multi-Core Environments with Interrupts.,2010
"K Kim, T Yavuz-Kahveci, BA Sanders",Precise data race detection in a relaxed memory model using model checking,2009
"N Ramanathan, ST Fleming, J Wickerson, ...",Hardware synthesis of weakly consistent C concurrency,2017
"C Sakalis, M Alipour, A Ros, A Jimborean, ...",Ghost loads: what is the cost of invisible speculation?,2019
"X Qian, K Sen, P Hargrove, C Iancu",SReplay: Deterministic sub-group replay for one-sided communication,2016
"J Bobba, M Lupon, MD Hill…",Safe and efficient supervised memory systems,2011
"X Qian, B Sahelices, D Qian",Pacifier: Record and replay for relaxed-consistency multiprocessors with distributed directory protocol,2014
"A McLaughlin, D Merrill, M Garland, ...",Parallel Methods for Verifying the Consistency of Weakly-Ordered Architectures,2015
"S Burckhardt, M Musuvathi",Memory model safety of programs,2008
"S de Putter, A Wijs, D Zhang","The SLCO framework for verified, model-driven construction of component software",2018
"Z Yang, K Sakallah",Trace-driven verification of multithreaded programs,2010
"M Perrin, M Petrolia, A Mostefaoui, C Jard",On composition and implementation of sequential consistency,2016
"U Ramachandran, ...",A measurement‐based study of hardware support for object invocation,1989
"H Attiya, D Hendler, P Woelfel",Trading fences with rmrs and separating memory models,2015
O Lahav,Verification under causally consistent shared memory,2019
"S Aga, A Singh, S Narayanasamy",zfence: Data-less coherence for efficient fences,2015
"M Zhang, A Lebeck, D Sorin",Fractal consistency: Architecting the memory system to facilitate verification,2010
"T Suzanne, A Miné",Relational thread-modular abstract interpretation under relaxed memory models,2018
"S Conchon, D Declerck, F Zaïdi",Compiling Parameterized X86-TSO Concurrent Programs to Cubicle-,2017
"A Raad, O Lahav, V Vafeiadis",On the semantics of snapshot isolation,2019
"R Guerraoui, TA Henzinger, M Kapalka…",Transactions in the Jungle,2010
"B Wilkinson, T Pai, M Miraj",A distributed shared memory programming course,2001
"D Baudisch, J Brandt, ...",Efficient handling of arrays in dataflow process networks,2012
"L Yin, W Dong, W Liu, J Wang",Parallel refinement for multi-threaded program verification,2019
"Y Yi, T Park, HY Yeom",A causal logging scheme for lazy release consistent distributed shared memory systems,1998
"J Derrick, G Smith, L Groves, B Dongol",Using coarse-grained abstractions to verify linearizability on TSO architectures,2014
"SM Beillahi, A Bouajjani, C Enea",Checking robustness against snapshot isolation,2019
V Singh,Runtime verification for software transactional memories,2010
J Alglave,Modeling of architectures,2015
"AV Vu, M Ogawa",Formal semantics extraction from natural language specifications for ARM,2019
"JB Lee, CS Jhon",Improving the execution efficiency of barrier synchronization in software DSM through static analysis,2000
"N Jarymowycz, P Kearns",Valid Debugging for Distributed Shared Memory.,2002
"PA Melliès, L Stefanesco",An Asynchronous soundness theorem for concurrent separation logic,2018
"JR Lorch, Y Chen, M Kapritsos, B Parno, ...",Armada: low-effort verification of high-performance concurrent programs,2020
"DF Bacon, X Shen",Braids and fibers: Language constructs with architectural support for adaptive responses to memory latencies,2006
"C Wang, Y Wu",TSO_ATOMICITY: efficient hardware primitive for TSO-preserving region optimizations,2013
"R Natarajan, A Zhai",Leveraging transactional execution for memory consistency model emulation,2015
"O Inverso, C Trubiani",Parallel and distributed bounded model checking of multi-threaded programs,2020
"T Merrifield, S Roghanchi, J Devietti, ...",Lazy determinism for faster deterministic multithreading,2019
"É Goubault, J Ledent, S Mimram",Concurrent specifications beyond linearizability,2018
P Keleher,Coherence as an Abstract Type,1998
"LP Miret, FDM Escoí",Replica divergence in data-centric consistency models,2016
"A Sengupta, M Cao, MD Bond, ...",Legato: end-to-end bounded region serializability using commodity hardware transactional memory,2017
"D Lustig, G Sethi, A Bhattacharjee, M Martonosi",Transistency models: Memory ordering at the hardware-OS interface,2017
"Y Chen, L Li, T Chen, L Li, L Wang, ...",Program regularization in memory consistency verification,2012
"CC Wu, DL Pean, C Chen",Look-ahead memory consistency model,1998
"R Palmer, G Gopalakrishnan",The parallel PV model checker,2002
R Elhorst,Lowering C11 atomics for ARM in LLVM,2014
"W Mansky, E Gunter",A cross-language framework for verifying compiler optimizations,2014
"P Metzler, H Saissi, P Bokor, R Hesse, ...",Efficient Verification of Program Fragments: Eager POR,2016
"S Joshi, S Prasad",An Operational Model for Multiprocessors with Caches,2010
"V Iosevich, A Schuster",Software Distributed Shared Memory: a VIA‐based implementation and comparison of sequential consistency with home‐based lazy release consistency,2005
"D Gratzer, A Bizjak, R Krebbers, L Birkedal",Iron: Managing obligations in higher-order concurrent separation logic,2017
"M Zhang, S Biswas, MD Bond",Avoiding consistency exceptions under strong memory models,2017
"HW Cain, MH Lipasti",Edge chasing delayed consistency: pushing the limits of weak memory models,2012
TF Şerbănuţă,Rewriting semantics and analysis of concurrency features for a C-like language,2014
"X Ren, D Lustig, E Bolotin, A Jaleel, ...",HMG: Extending Cache Coherence Protocols Across Modern Hierarchical Multi-GPU Systems,2020
"L Henrio, C Kessler, L Li",Ensuring memory consistency in heterogeneous systems based on access mode declarations,2018
"K Matsumoto, T Ugawa, T Abe",Improvement of a library for model checking under weakly ordered memory model with spin,2018
"D Schwartz-Narbonne, G Weissenbacher, ...",Parallel assertions for architectures with weak memory models,2012
"S Joosten, M Huisman",Static code verification through process models,2018
"B Dongol, J Derrick, G Smith",Reasoning algebraically about refinement on TSO architectures,2014
"M He, V Vafeiadis, S Qin, JF Ferreira",GPS $$$$: Reasoning About Fences and Relaxed Atomics,2018
"M Kokologiannakis, K Sagonas",Stateless model checking of the Linux kernel's read–copy update (RCU),2019
"G Smith, N Coughlin, T Murray",Value-Dependent Information-Flow Security on Weak Memory Models,2019
"J Nelson, R Palmieri",Don't Forget About Synchronization! A Case Study of K-Means on GPU,2019
P Cousot,"Verification by abstract interpretation, soundness and abstract induction",2015
"M LeBeane, K Hamidouche, B Benton, ...",ComP-net: command processor networking for efficient intra-kernel communications on GPUs,2018
"M Fernandez, P Gammie, J Andronick, G Klein, ...",CAmkES glue code semantics,2013
"L Chi, S Ping, L Yi, H Qinfen",Efficient Work-Stealing with Blocking Deques,2014
N Evans,Verifying Qthreads: Is Model Checking Viable for User Level Tasking Runtimes?,2018
"SV Tambat, S Vajapeyam",Non-strict cache coherence: Exploiting data-race tolerance in emerging applications,2000
"F Tordini, M Aldinucci, T Massimo",High-level lock-less programming for multicore,2012
SD Stoller,"Software Model Checking: Where It Is, and Where It's Headed",2005
"D Gnad, P Dubbert, AL Lafuente, ...",Star-Topology Decoupling in SPIN,2018
"P Pirkelbauer, R Milewicz, JF Gonzalez",A portable lock-free bounded queue,2016
"C Wang, Y Lv, P Wu",Bounded TSO-to-SC linearizability is decidable,2016
"K Hammond, C Brown, S Sarkar",Timing Properties and Correctness for Structured Parallel Programs on x86-64 Multicores,2015
"A Sezgin, S Tasiran",Moving Around: Lipton's Reduction for TSO,2015
"G Smith, J Derrick",Invariant generation for linearizability proofs,2016
"D Leijen, S Burckhardt, BP Wood, M Fahndrich",Cloud Types for Eventual Consistency,2012
"A Cristal, BK Ozkan, E Cohen, G Kestor, I Kuru, ...",Verification tools for transactional programs,2015
"HJ Boehm, AJ Demers, C Uhler",Implementing multiple locks using Lamport's mutual exclusion algorithm,1993
C von Praun,Parallel programming: design of an overview class,2011
H Shing,A conflict-free memory design for multiprocessors,1992
"S Bijo, EB Johnsen, KI Pun, SLT Tarifa",A formal model of data access for multicore architectures with multilevel caches,2019
"JH Choi, KH Park",Hybrid full map directory scheme for distributed shared memory multiprocessors,1997
"H Shah, RK Shyamasundar, ...",Concurrent SSA for general barrier-synchronized parallel programs,2009
"A Naeem, A Jantsch, Z Lu",Scalability analysis of release and sequential consistency models in NoC based multicore systems,2012
"GAG Andrade, M Graf, ...",Chaining and Biasing: Test Generation Techniques for Shared-Memory Verification,2019
"CC Wu, C Chen",A new relaxed memory consistency model for shared-memory multiprocessors with parallel-multithreaded processing elements,1998
"C von Praun, T Gross",Compiling multi-threaded object-oriented programs,2003
"V Nagarajan, DJ Sorin, MD Hill…",A Primer on Memory Consistency and Cache Coherence,2020
"LI Kontothanassis, ML Scott",Memory Models,1994
"PA Abdulla, MF Atig, S Kaxiras, C Leonardsson, ...",Fencing programs with self-invalidation and self-downgrade,2016
"P Baldan, T Padoan",Automata for true concurrency properties,2018
"AJ Nebro, E Pimentel, JM Troya",Integrating an entry consistency memory model and concurrent object-oriented programming,1997
"R Guerraoui, TA Henzinger, V Singh",Verification of STM on relaxed memory models,2011
"M Lobosco, O Loques, CL de Amorim",Reducing memory sharing overheads in distributed JVMs,2005
"K Matsumoto, T Ugawa, T Abe",A library of memory access instructions under relaxed memory models for SPIN,2016
"B Gopal, P Kumar",DSM framework with processor consistency and Write-update coherence protocol: implementation,2009
"M Horie, H Horii, K Ogata, T Onodera",Balanced double queues for GC work-stealing on weak memory models,2018
"A Jaffe, T Moscibroda, L Effinger-Dean, L Ceze, ...",The impact of memory models on software reliability in multiprocessors,2011
"G Parthasarathy, AJ Summers, P Müller",Applying and Extending the Weak-Memory Logic FSL+,2017
"J Alglave, A Mahboubi",A Generic Formalised Framework for Reasoning About Weak Memory Models,2011
"L Yin, W Dong, W Liu, J Wang",Scheduling constraint based abstraction refinement for weak memory models,2018
"K Winter, G Smith, J Derrick",Observational models for linearizability checking on weak memory models,2018
"M Senftleben, K Schneider",Using temporal logics for specifying weak memory consistency models,2018
"S Krishna, M Emmi, C Enea, ...",Verifying Visibility-Based Weak Consistency,2020
"A Blanchard, N Kosmatov, F Loulergue",A CHR-Based Solver for Weak Memory Behaviors.,2016
"L Brutschy, D Dimitrov, P Müller, M Vechev",Effective serializability for eventual consistency,2016
"P Boronat, V Cholvi",Dependences between critical sections in synchronized memory models,1998
"E Derevenetc, R Meyer, S Schweizer",Locality and singularity for store-atomic memory models,2017
"PA Abdulla, MF Atig, A Bouajjani, TP Ngo",Replacing store buffers by load buffers in TSO,2018
E Kamburjan,Detecting Deadlocks in Formal System Models with Condition Synchronization,2019
"G Li, G Gopalakrishnan, RM Kirby, D Quinlan",Pug: A symbolic verifier of gpu programs,
AW Appel,Foundational high-level static analysis,2008
B Blum,Transactional memory concurrency verification with Landslide,2018
A Cohen,Streaming Task Parallelism,2015
"PA Abdulla, MF Atig, R Rezvan",Parameterized verification under TSO is PSPACE-complete,2019
M Lesani,Brief announcement: Fence insertion for straight-line programs is in P,2017
"Y Xing, BY Huang, A Gupta, S Malik",A formal instruction-level GPU model for scalable verification,2018
"A Cohen, AF Donaldson, M Huisman, ...",Correct and efficient accelerator programming (Dagstuhl Seminar 13142),2013
"HJ Boehm, U Goltz, H Hermanns, P Sewell",Multi-Core Memory Models and Concurrency Theory (Dagstuhl Seminar 11011),2011
"R Achermann, T Roscoe",Provable Correct Memory Management,2017
"U Acar, A Charguéraud, S Muller, M Rainey",Atomic Read-Modify-Write Operations are Unnecessary for Shared-Memory Work Stealing,2013
"RB Batista, ALAC Correa…",Computing binary space partition trees using a scope consistent DSM system in a cluster of workstations,2003
"ML Goodstein, PB Gibbons, MA Kozuch, ...",Tracking and reducing uncertainty in dataflow analysis-based dynamic parallel monitoring,2015
"T Ta, X Zhang, A Gutierrez…",Autonomous Data-Race-Free GPU Testing,2019
"LC Cordeiro, EB de Lima Filho, ...",Survey on automated symbolic verification and its application for synthesising cyber-physical systems,2020
"K Etessami, P Godefroid",An abort-aware model of transactional programming,2009
"C Wang, Y Lv, P Wu",TSO-to-TSO linearizability is undecidable,2018
"H Löf, Z Radović, E Hagersten",THROOM–Supporting POSIX Multithreaded Binaries on a Cluster,2003
"I Kuru, CS Gordon",Safe Deferred Memory Reclamation with Types,2019
"E Sifakis, L Mounier",Predictive Taint Analysis for Extended Testing of Parallel Executions,2013
"A Gupta, V Kahlon, S Qadeer, T Touili",Model checking concurrent programs,2018
"RCF Melo, MET Walter, ACMA de Melo…",Parallel dna sequence alignment using a dsm system in a cluster of workstations,2003
"BH Yu, P Werstein, M Purvis, S Cranefield",Lazy home-based protocol: Combining homeless and home-based distributed shared memory protocols,2005
"É André, L Fribourg, JM Mota, R Soulat",Verification of an industrial asynchronous leader election algorithm using abstractions and parametric model checking,2019
"MM Islam, R Akram, A Muzahid",Hardware-Based Sequential Consistency Violation Detection Made Simpler,2016
"V Štill, J Barnat",Local Nontermination Detection for Parallel C++ Programs,2019
"M Berekovic, U Brinkschulte, W Fornaciari, C Silvano",Architecture of Computing Systems-ARCS 2011,2011
"A Gidenstam, H Sundell, P Tsigas",Efficient Lock-Free Queues that Mind the Cache,2010
P Bazavan,CORBA technologies for railway site reservation and passenger information,2007
CK YUEN,Architecture Inclusive Parallel Programming,2001
"B Van Assche, EH D'Hollander",A Framework for the Investigation of Shared Memory Systems1,2000
"P Kumar, K Kumar",Defining Hybrid Distributed Shared Memory Consistency Models on Unified Framework,
"O Itzhak, I Keidar, A Kolodny, UC Weiser",Performance scalability and dynamic behavior of Parsec benchmarks on many-core processors,2014
"DS Dhaliwal, PS Sandhu, SN Panda",Consistency Model and Synchronization Primitives in SDSMS,2009
"O Lahav, U Boker",Decidable verification under a causally consistent shared memory.,2020
C Leonardsson,Thread-Modular Model Checking of Concurrent Programs under TSO using Code Rewriting,2010
"A Boukerche, ACMA De Melo",Integrating coordinated checkpointing and recovery mechanisms into DSM synchronization barriers,2007
"M Factor, A Schuster, K Shagin, T Zamir",Optimistic concurrency for clusters via speculative locking,2009
"K Paraskevas, A Attwood, M Luján, ...",Scaling the capacity of memory systems; evolution and key approaches,2019
"BA Sanders, KH Kim",Assertional reasoning about data races in relaxed memory models,2008
"G Gopalakrishnan, J Sawaya",Achieving Formal Parallel Program Debugging by Incentivizing CS/HPC Collaborative Tool Development,2015
"M Dalvandi, B Dongol",Towards deductive verification of C11 programs with Event-B and ProB,2019
"B Rajaram, V Nagarajan, AJ McPherson…","Supercop: a general, correct, and performance-efficient supervised memory system",2012
"CBM Rinard, C Boyapati",A Parameterized Type System for Race-Free Java Programs,2001
"L Henrio, C Kessler, L Li",Leveraging access mode declarations in a model for memory consistency in heterogeneous systems,2020
"I Cerrato, G Marchetto, F Risso, R Sisto, ...",An efficient data exchange mechanism for chained network functions,2018
"E Tomasco, T Nguyen Lam, B Fischer, S La Torre, ...",Separating computation from communication: a design approach for concurrent program verification,2016
M de Visme,Event structures for mixed choice,2019
"B Gomes, W Löwe, JW Quittek, ...","Sather 2: A Language Design for Safe, High-Performance Computing",1997
"A Boukerche, ACMA Melo, JG Koch, ...",Multiple coherence and coordinated checkpointing protocols for DSM systems,2005
"B Mammo, J Larimer, M Morgan, D Fan, ...",Architectural trace-based functional coverage for multiprocessor verification,2012
"J Bataller, JM Bernabéu-Aubán",Constructive and adaptable distributed shared memory,1998
"W Zheng, B Wang, Y Wu",Task partition comparison between multi-core system and GPU,2010
"P Maleehuan, Y Chiba, T Aoki",Assembly program verification for multiprocessors with relaxed memory model using smt solver,2017
"S Biswas, R Zhang, MD Bond, ...",Rethinking Support for Region Conflict Exceptions,2019
"A Hilton, A Roth",SMT-Directory: Efficient Load-Load Ordering for SMT,2010
"Y Hong, Y Zheng, H Guan, B Zang, ...",Fence-Free Synchronization with Dynamically Serialized Synchronization Variables,2016
"H Eberle, L Dennison",Light-weight protocols for wire-speed ordering,2018
"E Vlachos, S Fytraki, PB Gibbons, MA Kozuch, B Falsafi",Resolve: Enabling Accurate Parallel Monitoring under Relaxed Memory Models,2014
"A Donaldson, G Gopalakrishnan, N Chong, ...",Formal analysis techniques for reliable GPU programming: Current solutions and call to action,2016
"R Bhattacharya, ...",Issues in multiprocessor memory consistency protocol design and verification,2002
"E Albert, A Banerjee, S Drossopoulou, ...",Formal techniques for Java-Like programs,2008
"CL Wong, Z Sura, X Fang, K Lee, SP Midkiff…",Evaluating the impact of thread escape analysis on a memory consistency model-aware compiler,2005
"JB Manzano, G Gan, J Ributzka, S Shrestha, ...",Opell and pm: A case study on porting shared memory programming models to accelerators architectures,2011
"C Baumann, AM Dan, Y Meshman, T Hoefler, ...",Automatic Verification of RMA Programs via Abstraction Extrapolation,2018
"T Abe, T Ugawa, T Maeda",Reordering control approaches to state explosion in model checking with memory consistency models,2017
"SO Mutluergil, S Tasiran",A mechanized refinement proof of the Chase–Lev deque using a proof system,2019
M Takesue,A model of pipelined mutual exclusion on cache-coherent multiprocessors,2003
"L Brunie, O Reymann",Concepts and functionalities of the DOSMOS-trace monitoring tool,1996
T Abe,A verifier of directed acyclic graphs for model checking with memory consistency models,2017
"Y Lv, L Sun, X Ye, D Fan, P Wu",Efficiently and completely verifying synchronized consistency models,2014
"RJ Colvin, K Winter",An abstract semantics of speculative execution for reasoning about security vulnerabilities,2019
"C Baumann, O Schwarz, M Dam",On the verification of system-level information flow properties for virtualized execution platforms,2019
"H Maarand, T Uustalu",Certified Foata normalization for generalized traces,2018
"C Wang, Y Wu, J Chung",TSO-Atomicity: Efficient TSO Enforcement for Aggressive Program Optimization,
"C Ding, C Zhang, X Shen, R Huang, C Tice, K Kelsey",Behavior-oriented parallelization,2006
"B Grayson, C Chase","The Challenges of Low-Overhead Message-Passing Communication Using Commodity Superscalar Processors,""",1997
"CC Wu, C Chen",Grouping memory consistency model for parallel-multithreaded shared-memory multiprocessor systems,1999
"M Adda, S Niar",Thread Synchronisation and Scheduling in a pipelined Multithread Processor,2000
"M Kokologiannakis, V Vafeiadis",HMC: Model Checking for Hardware Memory Models,2020
"AF Donaldson, J Ketema, T Sorensen, J Wickerson",Forward progress on GPU concurrency,2017
"T Ugawa, R Jones",Model Checking Transactional Sapphire,2018
"A RAAD, J WICKERSON, V VAFEIADIS",Weak Persistency Semantics from the Ground Up,2019
P Parízek,Model Checking Programs,
G Cong,An Evaluation of Parallel Algorithms on Current Memory Consistency Models,2006
"P Chatterjee, H Sivaraj, ...",Abstraction/Refinement and Model Checking-Shared Memory Consistency Protocol Verification Against Weak Memory Models: Refinement via Model …,2002
"R Kannavara, F Xie",CRETE: A Versatile Binary-Level Concolic Testing Framework,2018
"S Kavadias, M Katevenis, ...",Network Interface Design for Explicit Communication in Chip Multiprocessors,2010
P MÜLLER,Building Deductive Program Verifiers,2019
H Wehrheim,Verifying Correctness of Persistent Concurrent Data Structures,2019
"U Ramachandran, H Venkateswaran",Towards realizing scalable high performance parallel systems,1994
"P Kumar, D Kumar",Automated Verification of Memory Consistencies of DSM System on Unified Framework,2012
"P Kumar, K Kumar",Defining Uniform Distributed Shared Memory Consistency Models on Unified Framework,2012
B Boigelot,MoVES Newsletter,2011
"D Pichardie, V Laporte, GPJ Vitek",Atomicity Refinement for Verified Compilation,2013
A Gupta,Verifying concurrent programs,
"A Ernstsson, J Ahlqvist, S Zouzoula, ...",SkePU 3: Portable High-Level Programming of Heterogeneous Systems and HPC Clusters,2020
C Sakalis,Correctly Synchronised POSIX-threads Benchmark Applications,2015
TP Ngo,Ensuring The Correctness of Concurrent Programs under TSO Memory Models,2013
M Lång,Sound and Complete Reachability Analysis under PSO,2013
I Keidar,Distributed computing column 46: synthesizing distributed and concurrent programs,2012
"M Cimini, JG Siek",Fractional Permissions for Race-Free Mutable References in a Dataflow Intermediate Language,2016
